Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
1,2003,NBA,1,1,CLE,LeBron James,18.182,F-G,us,,2004.0,2019.0,1148.0,38.7,27.1,7.4,7.2,1.6,0.8,0.504,0.547,0.343,0.739,220.0,0.237
2,1997,NBA,1,1,SAS,Tim Duncan,21.066,F-C,vi,Wake Forest University,1998.0,2016.0,1392.0,34.0,19.0,10.8,3.0,0.7,2.2,0.506,0.509,0.179,0.696,206.4,0.209
3,1998,NBA,1,9,MIL,Dirk Nowitzki,20.01,F,de,,1999.0,2018.0,1471.0,34.4,21.2,7.7,2.5,0.8,0.9,0.472,0.497,0.383,0.879,206.1,0.196
4,2005,NBA,1,4,NOH,Chris Paul,20.058,G,us,Wake Forest University,2006.0,2019.0,895.0,35.3,18.7,4.5,9.8,2.2,0.1,0.472,0.505,0.372,0.868,165.1,0.251
5,1998,NBA,1,10,BOS,Paul Pierce,20.259,F-G,us,University of Kansas,1999.0,2017.0,1343.0,34.2,19.7,5.6,3.5,1.3,0.6,0.445,0.478,0.368,0.806,150.0,0.157
6,2001,NBA,1,3,ATL,Pau Gasol,20.361,F-C,es,,2002.0,2019.0,1200.0,33.9,17.3,9.3,3.2,0.5,1.6,0.508,0.512,0.369,0.754,143.2,0.169
7,2007,NBA,1,2,SEA,Kevin Durant,18.276,F-G,us,University of Texas at Austin,2008.0,2019.0,777.0,37.1,27.1,7.1,3.9,1.2,1.1,0.491,0.528,0.384,0.883,131.4,0.219
8,2004,NBA,1,1,ORL,Dwight Howard,18.203,C,us,,2005.0,2018.0,1035.0,34.5,17.4,12.7,1.5,0.9,2.0,0.583,0.585,0.095,0.566,128.3,0.172
9,1999,NBA,1,9,PHO,Shawn Marion,21.059,F,us,"University of Nevada, Las Vegas",2000.0,2015.0,1163.0,34.5,15.2,8.7,1.9,1.5,1.1,0.484,0.513,0.331,0.81,124.9,0.15
10,1998,NBA,1,5,GSW,Vince Carter,21.154,G-F,us,University of North Carolina,1999.0,2019.0,1409.0,31.4,17.7,4.5,3.3,1.0,0.6,0.437,0.461,0.373,0.799,123.7,0.134
11,1997,NBA,1,3,BOS,Chauncey Billups,20.278,G,us,University of Colorado,1998.0,2014.0,1043.0,31.6,15.2,2.9,5.4,1.0,0.2,0.415,0.435,0.387,0.894,120.8,0.176
12,2003,NBA,1,5,MIA,Dwyane Wade,21.165,G,us,Marquette University,2004.0,2019.0,986.0,34.5,22.4,4.7,5.5,1.6,0.9,0.482,0.503,0.287,0.767,118.3,0.167
13,2001,NBA,1,28,SAS,Tony Parker,19.046,G,be,,2002.0,2019.0,1204.0,31.0,15.8,2.8,5.7,0.9,0.1,0.492,0.511,0.326,0.752,110.5,0.142
14,1999,NBA,1,1,CHI,Elton Brand,20.116,F,us,Duke University,2000.0,2016.0,1058.0,33.0,15.9,8.5,2.1,0.9,1.7,0.5,0.501,0.095,0.736,109.6,0.151
15,2009,NBA,1,3,OKC,James Harden,19.308,G,us,Arizona State University,2010.0,2019.0,691.0,33.8,23.0,5.1,6.1,1.5,0.5,0.444,0.503,0.365,0.853,107.1,0.22
16,1999,NBA,2,57,SAS,Manu Ginobili,21.342,G,ar,,2003.0,2018.0,1057.0,25.4,13.3,3.5,3.8,1.3,0.3,0.447,0.498,0.369,0.827,106.4,0.19
17,2003,NBA,1,4,TOR,Chris Bosh,19.098,F-C,us,Georgia Institute of Technology,2004.0,2016.0,893.0,35.8,19.2,8.5,2.0,0.8,1.0,0.494,0.506,0.335,0.799,106.0,0.159
18,1999,NBA,1,10,ATL,Jason Terry,21.293,G,us,University of Arizona,2000.0,2018.0,1410.0,29.8,13.4,2.3,3.8,1.1,0.2,0.444,0.484,0.38,0.845,102.0,0.116
19,1999,NBA,1,8,CLE,Andre Miller,23.108,G,us,University of Utah,2000.0,2016.0,1304.0,30.9,12.5,3.7,6.5,1.2,0.2,0.461,0.478,0.217,0.807,100.8,0.12
20,2003,NBA,1,3,DEN,Carmelo Anthony,19.032,F,us,Syracuse University,2004.0,2019.0,1059.0,35.9,24.1,6.5,3.0,1.0,0.5,0.449,0.473,0.347,0.812,100.8,0.127
21,2001,NBA,1,2,LAC,Tyson Chandler,18.273,C,us,,2002.0,2019.0,1083.0,28.2,8.6,9.3,0.9,0.6,1.2,0.596,0.597,0.0,0.646,99.5,0.156
22,2006,NBA,1,2,CHI,LaMarcus Aldridge,20.349,F-C,us,University of Texas at Austin,2007.0,2019.0,873.0,34.6,19.4,8.3,1.9,0.8,1.1,0.488,0.494,0.285,0.805,97.9,0.156
23,1997,NBA,1,9,TOR,Tracy McGrady,18.037,F-G,us,,1998.0,2012.0,938.0,32.7,19.6,5.6,4.4,1.2,0.9,0.435,0.461,0.338,0.746,97.3,0.152
24,2009,NBA,1,7,GSW,Stephen Curry,21.108,G,us,Davidson College,2010.0,2019.0,631.0,34.4,23.2,4.4,6.8,1.8,0.2,0.478,0.514,0.438,0.904,94.7,0.209
25,2002,NBA,1,9,PHO,Amar'e Stoudemire,19.227,F-C,us,,2003.0,2016.0,846.0,31.0,18.9,7.8,1.2,0.8,1.2,0.537,0.54,0.236,0.761,92.5,0.169
26,2004,NBA,1,9,PHI,Andre Iguodala,20.153,G-F,us,University of Arizona,2005.0,2019.0,1045.0,34.0,12.5,5.2,4.4,1.5,0.5,0.465,0.516,0.333,0.713,92.2,0.124
27,1998,NBA,2,32,SEA,Rashard Lewis,18.325,F,us,,1999.0,2014.0,1049.0,32.0,14.9,5.2,1.7,1.1,0.5,0.452,0.491,0.386,0.805,90.9,0.13
28,2008,NBA,1,4,SEA,Russell Westbrook,19.231,G,us,"University of California, Los Angeles",2009.0,2019.0,750.0,34.4,23.0,6.6,8.2,1.7,0.3,0.435,0.464,0.31,0.813,90.1,0.168
29,1998,NBA,1,4,TOR,Antawn Jamison,22.017,F,us,University of North Carolina,1999.0,2014.0,1083.0,34.8,18.5,7.5,1.6,1.0,0.4,0.451,0.477,0.346,0.724,87.8,0.112
30,2003,NBA,1,18,NOH,David West,22.306,F-C,us,Xavier University,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.499,0.265,0.817,85.9,0.141
31,2001,NBA,1,13,HOU,Richard Jefferson,21.011,F,us,University of Arizona,2002.0,2018.0,1181.0,29.0,12.6,4.0,2.0,0.7,0.3,0.464,0.493,0.376,0.768,83.0,0.116
32,2001,NBA,1,10,BOS,Joe Johnson,20.003,G-F,us,University of Arkansas,2002.0,2018.0,1276.0,34.7,16.0,4.0,3.9,0.8,0.2,0.441,0.472,0.371,0.802,82.8,0.09
33,2006,NBA,2,47,UTA,Paul Millsap,21.143,F,us,Louisiana Tech University,2007.0,2019.0,880.0,29.5,14.2,7.4,2.3,1.3,1.0,0.491,0.512,0.329,0.734,82.3,0.152
34,2006,NBA,1,24,MEM,Kyle Lowry,20.1,G,us,Villanova University,2007.0,2019.0,797.0,31.1,14.5,4.2,5.9,1.3,0.3,0.426,0.467,0.371,0.803,81.4,0.158
35,2001,NBA,1,19,POR,Zach Randolph,19.351,F-C,us,Michigan State University,2002.0,2018.0,1116.0,31.0,16.6,9.1,1.8,0.7,0.3,0.471,0.481,0.273,0.764,81.1,0.112
36,2002,NBA,2,35,CLE,Carlos Boozer,20.223,F-C,de,Duke University,2003.0,2015.0,861.0,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.522,0.071,0.722,80.3,0.143
37,2007,NBA,1,3,ATL,Al Horford,21.03,C-F,do,University of Florida,2008.0,2019.0,723.0,33.1,14.2,8.5,3.2,0.8,1.2,0.524,0.541,0.371,0.751,78.8,0.158
38,2005,NBA,1,3,UTA,Deron Williams,21.007,G,us,University of Illinois at Urbana-Champaign,2006.0,2017.0,845.0,34.2,16.3,3.1,8.1,1.0,0.2,0.445,0.482,0.357,0.822,77.3,0.129
39,1999,NBA,1,4,LAC,Lamar Odom,19.241,F,us,University of Rhode Island,2000.0,2013.0,961.0,33.4,13.3,8.4,3.7,0.9,0.9,0.463,0.502,0.312,0.693,77.0,0.115
40,2008,NBA,1,5,MEM,Kevin Love,19.297,F,us,"University of California, Los Angeles",2009.0,2019.0,639.0,32.2,18.3,11.3,2.3,0.7,0.5,0.443,0.477,0.37,0.824,77.0,0.18
41,2008,NBA,2,35,LAC,DeAndre Jordan,19.345,C,us,Texas A&M University,2009.0,2019.0,755.0,28.1,9.5,10.7,0.8,0.6,1.7,0.672,0.674,0.091,0.449,77.0,0.174
42,2005,NBA,1,30,NYK,David Lee,22.066,F,us,University of Florida,2006.0,2017.0,829.0,29.3,13.5,8.8,2.2,0.8,0.4,0.535,0.537,0.034,0.772,76.0,0.15
43,2001,NBA,1,6,MEM,Shane Battier,22.297,F,us,Duke University,2002.0,2014.0,977.0,30.7,8.6,4.2,1.8,1.0,0.9,0.437,0.486,0.384,0.743,75.7,0.121
44,1999,NBA,1,24,UTA,Andrei Kirilenko,18.136,F,ru,,2002.0,2015.0,797.0,30.0,11.8,5.5,2.7,1.4,1.8,0.474,0.51,0.31,0.754,75.4,0.151
45,2007,NBA,2,48,LAL,Marc Gasol,22.155,C,es,,2009.0,2019.0,720.0,33.7,15.1,7.7,3.3,0.9,1.5,0.486,0.498,0.347,0.779,73.8,0.146
46,1998,NBA,1,2,VAN,Mike Bibby,20.047,G,us,University of Arizona,1999.0,2012.0,1001.0,33.9,14.7,3.1,5.5,1.2,0.1,0.436,0.463,0.379,0.802,73.2,0.104
47,2004,NBA,1,7,PHO,Luol Deng,19.074,F,ss,Duke University,2005.0,2019.0,881.0,34.7,15.0,6.1,2.3,1.0,0.5,0.455,0.481,0.332,0.77,73.2,0.115
48,2002,NBA,1,7,NYK,Nene Hilario,19.291,F-C,br,,2003.0,2018.0,923.0,26.8,11.7,6.2,1.8,1.1,0.8,0.548,0.551,0.14,0.66,71.9,0.14
49,2004,NBA,1,15,BOS,Al Jefferson,19.176,C-F,us,,2005.0,2018.0,915.0,28.7,15.7,8.4,1.5,0.7,1.2,0.499,0.501,0.121,0.711,71.0,0.13
50,2003,NBA,2,51,NJN,Kyle Korver,22.106,G-F,us,Creighton University,2004.0,2019.0,1108.0,26.1,9.9,3.0,1.8,0.7,0.3,0.444,0.464,0.432,0.881,68.8,0.114
51,2009,NBA,1,1,LAC,Blake Griffin,20.106,F,us,University of Oklahoma,2011.0,2019.0,533.0,35.1,21.6,9.2,4.3,0.9,0.5,0.509,0.522,0.336,0.683,68.4,0.176
52,2002,NBA,1,1,HOU,Yao Ming,21.292,C,cn,,2003.0,2011.0,486.0,32.5,19.0,9.2,1.6,0.4,1.9,0.524,0.525,0.2,0.833,65.9,0.2
53,2007,NBA,1,4,MEM,Mike Conley,19.265,G,us,Ohio State University,2008.0,2019.0,722.0,32.5,14.3,2.9,5.7,1.5,0.2,0.441,0.468,0.377,0.815,63.8,0.13
54,2012,NBA,1,1,NOH,Anthony Davis,19.114,F-C,us,University of Kentucky,2013.0,2019.0,414.0,34.8,23.5,10.4,1.9,1.4,2.4,0.517,0.531,0.313,0.794,63.4,0.211
55,2000,NBA,1,16,SAC,Hedo Turkoglu,21.107,F,tr,,2001.0,2015.0,997.0,26.8,11.1,4.0,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114
56,1999,NBA,1,3,CHH,Baron Davis,20.083,G,us,"University of California, Los Angeles",2000.0,2012.0,835.0,34.2,16.1,3.8,7.2,1.8,0.4,0.409,0.456,0.32,0.711,63.1,0.106
57,2002,NBA,1,23,DET,Tayshaun Prince,22.124,F,us,University of Kentucky,2003.0,2016.0,1017.0,31.0,11.1,4.3,2.4,0.6,0.5,0.455,0.47,0.367,0.756,63.1,0.096
58,1999,NBA,1,7,WAS,Richard Hamilton,21.141,G-F,us,University of Connecticut,2000.0,2013.0,921.0,32.1,17.1,3.1,3.4,0.8,0.1,0.449,0.463,0.346,0.852,62.8,0.102
59,1999,NBA,1,13,SEA,Corey Maggette,19.235,F,us,Duke University,2000.0,2013.0,827.0,28.2,16.0,4.9,2.1,0.7,0.2,0.453,0.478,0.324,0.822,62.2,0.128
60,2004,NBA,1,26,SAC,Kevin Martin,21.149,G,us,Western Carolina University,2005.0,2016.0,714.0,30.2,17.4,3.2,1.9,0.9,0.1,0.437,0.464,0.384,0.87,61.3,0.137
61,1999,NBA,1,16,CHI,Metta World Peace,19.234,F,us,St. John's University,2000.0,2017.0,991.0,31.7,13.2,4.5,2.7,1.7,0.5,0.414,0.447,0.339,0.715,61.1,0.093
62,2000,NBA,1,5,ORL,Mike Miller,20.135,F-G,us,University of Florida,2001.0,2017.0,1032.0,26.9,10.6,4.2,2.6,0.6,0.2,0.459,0.502,0.407,0.769,60.7,0.105
63,2000,NBA,1,8,CLE,Jamal Crawford,20.105,G,us,University of Michigan,2001.0,2019.0,1265.0,29.9,15.0,2.3,3.4,0.9,0.2,0.41,0.449,0.349,0.862,60.5,0.077
64,2005,NBA,2,57,PHO,Marcin Gortat,21.137,C-F,pl,,2008.0,2019.0,764.0,26.2,10.1,8.1,1.1,0.5,1.1,0.552,0.553,0.15,0.679,60.0,0.144
65,2001,NBA,1,25,SAC,Gerald Wallace,18.344,F,us,University of Alabama,2002.0,2015.0,832.0,29.7,11.9,5.8,2.1,1.4,0.8,0.469,0.502,0.312,0.709,59.7,0.116
66,2007,NBA,1,9,CHI,Joakim Noah,22.128,C,us,University of Florida,2008.0,2018.0,625.0,28.6,8.9,9.3,2.9,0.8,1.3,0.49,0.492,0.0,0.699,59.6,0.16
67,2001,NBA,1,5,GSW,Jason Richardson,20.163,G,us,Michigan State University,2002.0,2015.0,857.0,34.1,17.1,5.0,2.7,1.2,0.4,0.438,0.474,0.37,0.707,59.1,0.097
68,2012,NBA,1,6,POR,Damian Lillard,21.354,G,us,Weber State University,2013.0,2019.0,473.0,36.4,23.2,4.1,6.2,0.9,0.3,0.432,0.477,0.368,0.885,59.1,0.165
69,2005,NBA,1,2,ATL,Marvin Williams,19.014,F,us,University of North Carolina,2006.0,2019.0,945.0,28.6,10.5,5.3,1.3,0.8,0.5,0.444,0.48,0.359,0.807,59.0,0.105
70,2011,NBA,1,30,CHI,Jimmy Butler,21.287,F-G,us,Marquette University,2012.0,2019.0,463.0,32.9,16.5,4.9,3.4,1.5,0.5,0.453,0.485,0.339,0.832,58.9,0.186
71,2002,NBA,1,3,GSW,Mike Dunleavy,21.289,F-G,us,Duke University,2003.0,2017.0,986.0,27.7,11.2,4.3,2.2,0.7,0.3,0.441,0.481,0.377,0.803,58.5,0.103
72,2008,NBA,1,24,SEA,Serge Ibaka,18.286,F-C,cg,,2010.0,2019.0,685.0,28.9,12.1,7.2,0.7,0.4,2.2,0.512,0.542,0.364,0.759,58.1,0.141
73,2004,NBA,2,43,NYK,Trevor Ariza,18.364,F,us,"University of California, Los Angeles",2005.0,2019.0,946.0,29.5,10.5,4.8,2.1,1.5,0.3,0.424,0.481,0.353,0.723,57.5,0.099
74,2008,NBA,1,26,SAS,George Hill,22.059,G,us,Indiana University-Purdue University Indianapolis,2009.0,2019.0,671.0,28.8,11.6,3.2,3.3,0.9,0.3,0.454,0.494,0.383,0.8,57.3,0.142
75,2006,NBA,1,21,PHO,Rajon Rondo,20.131,G,us,University of Kentucky,2007.0,2019.0,781.0,31.8,10.5,4.8,8.5,1.7,0.1,0.463,0.486,0.309,0.604,57.2,0.111
76,2011,NBA,1,15,IND,Kawhi Leonard,19.364,F,us,San Diego State University,2012.0,2019.0,412.0,30.4,16.5,6.2,2.3,1.8,0.7,0.495,0.536,0.387,0.848,57.1,0.219
77,2000,NBA,2,43,MIL,Michael Redd,20.314,G,us,Ohio State University,2001.0,2012.0,629.0,32.0,19.0,3.8,2.1,0.9,0.1,0.447,0.475,0.38,0.838,55.9,0.134
78,2001,NBA,2,38,DET,Mehmet Okur,22.038,C-F,tr,,2003.0,2012.0,634.0,29.1,13.5,7.0,1.7,0.5,0.7,0.458,0.484,0.375,0.797,54.7,0.142
79,2005,NBA,2,45,PHI,Louis Williams,18.249,G,us,,2006.0,2019.0,866.0,24.4,13.7,2.1,3.1,0.9,0.2,0.42,0.461,0.347,0.834,54.5,0.124
80,2005,NBA,2,56,DET,Amir Johnson,18.063,F-C,us,,2006.0,2019.0,824.0,21.7,7.2,5.5,1.2,0.6,1.0,0.573,0.589,0.336,0.67,54.4,0.146
81,2009,NBA,1,9,TOR,DeMar DeRozan,19.327,G-F,us,University of Southern California,2010.0,2019.0,679.0,34.1,19.7,4.1,3.1,1.0,0.3,0.448,0.467,0.288,0.827,54.3,0.113
82,1999,NBA,1,2,VAN,Steve Francis,22.134,G,us,University of Maryland,2000.0,2008.0,576.0,37.6,18.1,5.6,6.0,1.5,0.4,0.429,0.451,0.341,0.797,54.1,0.12
83,2008,NBA,1,10,NJN,Brook Lopez,20.091,C,us,Stanford University,2009.0,2019.0,641.0,31.2,17.9,6.7,1.6,0.6,1.7,0.502,0.518,0.338,0.79,54.0,0.13
84,2006,NBA,1,11,ORL,J.J. Redick,22.009,G,us,Duke University,2007.0,2019.0,765.0,25.4,12.4,2.0,2.0,0.5,0.1,0.449,0.482,0.416,0.89,53.5,0.132
85,2010,NBA,1,10,IND,Paul George,20.058,F,us,"California State University, Fresno",2011.0,2019.0,531.0,33.4,18.7,6.2,3.2,1.7,0.4,0.431,0.468,0.375,0.844,53.4,0.145
86,1999,NBA,1,6,MIN,Wally Szczerbiak,22.122,F,es,Miami University,2000.0,2009.0,651.0,30.8,14.1,4.0,2.4,0.6,0.2,0.485,0.505,0.406,0.86,53.3,0.127
87,2004,NBA,1,5,WAS,Devin Harris,21.123,G,us,University of Wisconsin,2005.0,2019.0,918.0,24.9,11.1,2.2,4.1,1.0,0.2,0.434,0.481,0.326,0.798,53.3,0.112
88,2007,NBA,1,12,PHI,Thaddeus Young,19.011,F,us,Georgia Institute of Technology,2008.0,2019.0,825.0,30.7,13.4,5.9,1.6,1.4,0.4,0.499,0.521,0.326,0.674,53.1,0.1
89,2003,NBA,1,7,CHI,Kirk Hinrich,22.18,G,us,University of Kansas,2004.0,2016.0,879.0,30.7,10.9,2.9,4.8,1.1,0.3,0.411,0.432,0.375,0.8,52.5,0.093
90,1998,NBA,2,41,HOU,Cuttino Mobley,22.302,G,us,University of Rhode Island,1999.0,2009.0,747.0,37.0,16.0,3.9,2.7,1.2,0.4,0.433,0.455,0.378,0.835,52.2,0.091
91,1999,NBA,1,18,DEN,James Posey,22.173,F-G,us,Xavier University,2000.0,2011.0,864.0,26.9,8.6,4.7,1.6,1.1,0.3,0.41,0.467,0.349,0.82,51.6,0.107
92,2003,NBA,1,21,ATL,Boris Diaw,21.076,F-C,fr,,2004.0,2017.0,1064.0,27.0,8.6,4.4,3.5,0.6,0.5,0.493,0.529,0.336,0.717,51.6,0.086
93,2001,NBA,1,26,PHI,Samuel Dalembert,20.053,C,ht,Seton Hall University,2002.0,2015.0,886.0,24.4,7.7,7.8,0.5,0.5,1.7,0.521,0.522,0.083,0.706,51.3,0.114
94,2001,NBA,2,31,GSW,Gilbert Arenas,19.177,G,us,University of Arizona,2002.0,2012.0,552.0,35.1,20.7,3.9,5.3,1.6,0.2,0.421,0.458,0.351,0.803,51.3,0.127
95,2004,NBA,1,17,ATL,Josh Smith,18.206,F,us,,2005.0,2018.0,894.0,32.4,14.5,7.4,3.1,1.2,1.9,0.452,0.48,0.285,0.632,51.0,0.084
96,2002,NBA,1,10,MIA,Caron Butler,22.11,F,us,University of Connecticut,2003.0,2016.0,881.0,32.2,14.1,5.0,2.3,1.3,0.2,0.434,0.456,0.348,0.847,50.9,0.086
97,2008,NBA,1,25,HOU,Nicolas Batum,19.199,F-G,fr,,2009.0,2019.0,698.0,31.6,12.0,5.3,3.8,1.0,0.6,0.434,0.502,0.355,0.839,50.7,0.11
98,2006,NBA,1,8,HOU,Rudy Gay,19.32,F,us,University of Connecticut,2007.0,2019.0,814.0,34.6,17.9,5.9,2.2,1.3,0.8,0.454,0.481,0.345,0.795,50.6,0.086
99,2003,NBA,2,42,ORL,Zaza Pachulia,19.141,C,ge,,2004.0,2019.0,1034.0,20.7,6.9,5.9,1.3,0.7,0.4,0.469,0.472,0.0,0.749,50.5,0.113
100,2001,NBA,1,14,GSW,Troy Murphy,21.061,F-C,us,University of Notre Dame,2002.0,2013.0,729.0,27.3,10.8,7.8,1.5,0.7,0.4,0.445,0.464,0.388,0.785,50.3,0.121
101,2005,NBA,1,1,MIL,Andrew Bogut,20.217,C,au,University of Utah,2006.0,2018.0,694.0,28.4,9.8,8.7,2.2,0.6,1.6,0.535,0.537,0.12,0.556,50.3,0.122
102,2008,NBA,2,45,SAS,Goran Dragic,22.057,G,si,,2009.0,2019.0,726.0,28.1,13.8,3.1,4.8,1.0,0.2,0.468,0.51,0.364,0.762,49.8,0.117
103,2011,NBA,1,1,CLE,Kyrie Irving,19.096,G,au,Duke University,2012.0,2019.0,446.0,33.9,21.9,3.5,5.5,1.3,0.3,0.461,0.493,0.385,0.874,49.5,0.157
104,2010,NBA,1,7,DET,Greg Monroe,20.025,C-F,us,Georgetown University,2011.0,2019.0,590.0,28.8,13.7,8.6,2.3,1.1,0.6,0.515,0.516,0.0,0.707,48.6,0.137
105,2005,NBA,1,17,IND,Danny Granger,22.075,F,us,University of New Mexico,2006.0,2015.0,586.0,31.5,16.8,4.9,1.9,1.0,0.8,0.434,0.463,0.38,0.848,48.5,0.126
106,2004,NBA,1,20,DEN,Jameer Nelson,22.141,G,us,Saint Joseph's University,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.474,0.368,0.81,48.3,0.094
107,2000,NBA,1,1,NJN,Kenyon Martin,22.186,F,us,University of Cincinnati,2001.0,2015.0,757.0,30.6,12.3,6.8,1.9,1.2,1.1,0.483,0.492,0.234,0.629,48.0,0.1
108,1999,NBA,1,21,GSW,Jeff Foster,22.17,F-C,us,Texas State University,2000.0,2012.0,764.0,20.6,4.9,6.9,0.9,0.7,0.4,0.497,0.504,0.13,0.615,47.5,0.145
109,1997,NBA,1,4,VAN,Antonio Daniels,22.104,G,us,Bowling Green State University,1998.0,2011.0,872.0,22.6,7.6,1.8,3.4,0.6,0.1,0.444,0.483,0.311,0.793,47.0,0.115
110,2008,NBA,1,21,NJN,Ryan Anderson,20.056,F,us,University of California,2009.0,2019.0,626.0,26.4,12.7,5.4,0.9,0.5,0.3,0.423,0.471,0.381,0.854,46.9,0.136
111,2012,NBA,1,9,DET,Andre Drummond,18.327,C,us,University of Connecticut,2013.0,2019.0,467.0,30.4,13.6,13.4,1.1,1.3,1.5,0.543,0.546,0.162,0.423,46.5,0.157
112,2004,NBA,1,18,NOH,J.R. Smith,18.293,G-F,us,,2005.0,2019.0,963.0,27.0,12.5,3.2,2.1,1.0,0.2,0.419,0.464,0.373,0.732,46.4,0.086
113,2004,NBA,2,30,ORL,Anderson Varejao,21.275,F-C,br,,2005.0,2017.0,627.0,24.0,7.3,7.2,1.2,0.9,0.6,0.51,0.516,0.024,0.631,46.4,0.148
114,2009,NBA,1,19,ATL,Jeff Teague,21.02,G,us,Wake Forest University,2010.0,2019.0,676.0,27.6,12.8,2.5,5.7,1.2,0.3,0.446,0.475,0.357,0.845,46.3,0.119
115,2002,NBA,2,56,SAS,Luis Scola,22.062,F,ar,,2008.0,2017.0,743.0,25.6,12.0,6.7,1.6,0.6,0.3,0.493,0.499,0.339,0.74,45.7,0.115
116,2011,NBA,2,60,SAC,Isaiah Thomas,22.141,G,us,University of Washington,2012.0,2018.0,473.0,29.8,18.9,2.6,5.1,0.9,0.1,0.439,0.488,0.361,0.877,45.6,0.155
117,2004,NBA,1,2,CHA,Emeka Okafor,21.275,C-F,us,University of Connecticut,2005.0,2018.0,616.0,30.9,12.0,9.7,0.8,0.7,1.6,0.512,0.512,0.0,0.586,45.3,0.114
118,2009,NBA,1,26,CHI,Taj Gibson,24.007,F,us,University of Southern California,2010.0,2019.0,673.0,26.1,9.7,6.4,1.0,0.6,1.2,0.507,0.512,0.173,0.703,45.1,0.124
119,2003,NBA,1,12,SEA,Nick Collison,22.248,F,us,University of Kansas,2005.0,2018.0,910.0,20.4,5.9,5.2,1.0,0.5,0.5,0.534,0.542,0.208,0.723,44.5,0.115
120,1997,NBA,1,13,CLE,Derek Anderson,22.348,G,us,University of Kentucky,1998.0,2008.0,615.0,29.2,12.0,3.2,3.4,1.1,0.1,0.408,0.44,0.341,0.853,43.9,0.117
121,2002,NBA,1,4,MEM,Drew Gooden,20.28,F,us,University of Kansas,2003.0,2016.0,790.0,25.5,11.0,7.1,1.1,0.7,0.6,0.462,0.471,0.257,0.76,43.9,0.105
122,2001,NBA,1,20,CLE,Brendan Haywood,21.218,C,us,University of North Carolina,2002.0,2015.0,816.0,22.9,6.8,6.0,0.5,0.4,1.4,0.528,0.528,0.0,0.587,43.8,0.113
123,2010,NBA,1,1,WAS,John Wall,19.296,G,us,University of Kentucky,2011.0,2019.0,546.0,35.9,18.9,4.4,9.2,1.7,0.7,0.432,0.455,0.324,0.785,43.3,0.106
124,2010,NBA,1,9,UTA,Gordon Hayward,20.098,F-G,us,Butler University,2011.0,2019.0,521.0,31.2,15.6,4.2,3.4,1.0,0.4,0.444,0.477,0.368,0.82,43.3,0.128
125,2009,NBA,1,21,NOH,Darren Collison,21.312,G,us,"University of California, Los Angeles",2010.0,2019.0,637.0,29.5,12.6,2.6,4.9,1.1,0.2,0.471,0.494,0.392,0.854,43.2,0.111
126,2008,NBA,1,6,NYK,Danilo Gallinari,19.327,F,it,,2009.0,2019.0,486.0,31.2,15.4,4.7,2.0,0.8,0.4,0.42,0.462,0.368,0.866,43.0,0.136
127,2002,NBA,2,46,MEM,Matt Barnes,22.114,F,us,"University of California, Los Angeles",2004.0,2017.0,929.0,23.6,8.2,4.6,1.8,0.8,0.5,0.436,0.522,0.335,0.745,42.8,0.093
128,2005,NBA,2,33,NOH,Brandon Bass,20.064,F,us,Louisiana State University,2006.0,2017.0,758.0,21.6,8.7,4.5,0.8,0.4,0.6,0.499,0.502,0.207,0.832,42.8,0.125
129,1998,NBA,1,25,IND,Al Harrington,18.132,F,us,,1999.0,2014.0,981.0,28.6,13.5,5.6,1.7,0.9,0.3,0.444,0.474,0.352,0.727,42.5,0.073
130,2005,NBA,2,36,MIL,Ersan Ilyasova,18.049,F,tr,,2007.0,2019.0,683.0,24.5,10.9,5.9,1.2,0.7,0.4,0.443,0.481,0.365,0.77,42.3,0.121
131,2011,NBA,1,9,CHA,Kemba Walker,21.051,G,us,University of Connecticut,2012.0,2019.0,529.0,33.9,19.1,3.7,5.4,1.3,0.4,0.416,0.446,0.36,0.834,42.3,0.113
132,2009,NBA,1,18,MIN,Ty Lawson,21.24,G,us,University of North Carolina,2010.0,2017.0,551.0,29.2,12.7,2.7,6.0,1.2,0.1,0.46,0.493,0.359,0.77,42.1,0.126
133,1998,NBA,1,15,ORL,Matt Harpring,22.029,F,us,Georgia Institute of Technology,1999.0,2009.0,665.0,26.4,11.5,5.1,1.4,0.7,0.2,0.481,0.493,0.333,0.753,41.9,0.114
134,2005,NBA,2,40,GSW,Monta Ellis,19.25,G,us,,2006.0,2017.0,833.0,34.8,17.8,3.5,4.6,1.7,0.3,0.451,0.482,0.314,0.772,41.9,0.069
135,2011,NBA,1,5,TOR,Jonas Valanciunas,19.052,C,lt,,2013.0,2019.0,446.0,25.4,11.7,8.5,0.7,0.4,1.0,0.558,0.562,0.393,0.785,41.9,0.178
136,1997,NBA,1,2,PHI,Keith Van Horn,21.251,F,us,University of Utah,1998.0,2006.0,575.0,31.6,16.0,6.8,1.6,0.8,0.5,0.443,0.466,0.361,0.835,41.7,0.11
